City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Gejiu,CN,23.31,103.16,52.25,100,90,2.26,overcast clouds
339,Zeya,RU,53.75,127.27,16.3,96,80,1.86,broken clouds
340,Shingu,JP,33.73,135.98,52.34,60,26,4.97,scattered clouds
341,Sikonge,TZ,-5.63,32.77,77.0,83,40,4.72,scattered clouds
342,Ponta Do Sol,PT,32.67,-17.1,59.0,67,20,4.7,few clouds
343,Outjo,NA,-20.12,16.15,69.19,32,0,10.47,clear sky
344,Carutapera,BR,-1.2,-46.02,80.42,76,100,7.9,overcast clouds
345,Chumikan,RU,54.72,135.31,15.51,94,14,20.31,few clouds
346,Sungaipenuh,ID,-2.08,101.38,65.1,93,100,1.68,light rain
347,Tulum,MX,20.22,-87.47,80.6,88,75,9.17,broken clouds
348,Doksy,CZ,50.56,14.66,37.99,88,0,1.72,clear sky
349,Caucaia,BR,-3.74,-38.65,81.0,78,40,9.17,scattered clouds
350,Khandyga,RU,62.67,135.6,-3.19,92,100,1.7,overcast clouds
351,Indianola,US,41.36,-93.56,73.0,43,20,2.1,few clouds
352,Broken Hill,AU,-31.95,141.43,51.8,62,100,12.75,overcast clouds
353,San Patricio,US,28.02,-97.52,80.6,54,20,16.11,few clouds
354,Lerwick,GB,60.15,-1.15,51.8,76,100,32.21,overcast clouds
355,Alofi,NU,-19.06,-169.92,77.0,73,75,17.22,broken clouds
356,Bada,RU,51.39,109.87,22.23,91,100,7.23,overcast clouds
357,Mizan Teferi,ET,6.98,35.58,62.56,87,0,2.26,clear sky
358,Birjand,IR,32.87,59.22,44.6,16,0,6.93,clear sky
359,Qingdao,CN,36.1,120.37,57.99,87,0,2.24,clear sky
360,Turinsk,RU,58.05,63.7,35.38,90,99,9.51,overcast clouds
361,Beian,NO,63.66,9.57,50.0,100,75,26.4,light rain
362,Okato,NZ,-39.2,173.88,66.0,85,98,1.01,overcast clouds
363,Torbay,CA,47.67,-52.73,32.0,63,20,5.82,few clouds
364,Jiayuguan,CN,39.82,98.3,28.89,82,0,3.47,clear sky
365,Manicore,BR,-5.81,-61.3,78.8,78,40,10.29,heavy intensity rain
366,Jeremie,HT,18.65,-74.12,80.4,70,100,2.3,overcast clouds
367,Camacha,PT,33.08,-16.33,59.0,77,40,3.36,scattered clouds
368,Liwale,TZ,-9.77,37.93,69.21,68,56,4.34,broken clouds
369,Urumqi,CN,43.8,87.6,33.8,55,42,4.47,scattered clouds
370,Taoudenni,ML,22.68,-3.98,81.05,16,34,6.93,scattered clouds
371,Curup,ID,-3.47,102.53,68.83,91,100,0.22,light rain
372,Vao,NC,-22.67,167.48,74.79,83,0,9.91,clear sky
373,Houma,US,29.6,-90.72,75.0,60,40,6.93,scattered clouds
374,Shenjiamen,CN,29.96,122.3,65.88,90,16,2.82,few clouds
375,Bethel,US,41.37,-73.41,60.8,55,1,6.93,clear sky
376,Melilla,ES,35.29,-2.94,68.0,82,91,4.7,overcast clouds
377,Santa Rosa,PH,14.31,121.11,78.8,88,75,4.7,broken clouds
378,Thinadhoo,MV,0.53,72.93,83.23,69,28,4.7,scattered clouds
379,Tura,IN,25.52,90.22,59.27,57,0,3.53,clear sky
380,Tchibanga,GA,-2.85,11.03,72.46,96,100,1.21,overcast clouds
381,Sorland,NO,67.67,12.69,42.8,87,75,20.8,broken clouds
382,Hare Bay,CA,48.85,-54.01,32.0,86,14,5.82,few clouds
383,Ourem,PT,39.64,-8.59,59.0,89,64,10.42,light rain
384,El Tigre,VE,8.89,-64.25,81.28,68,39,6.33,scattered clouds
385,Kamyaran,IR,34.8,46.94,60.8,9,0,4.56,clear sky
386,Guymon,US,36.68,-101.48,78.8,15,1,8.05,clear sky
387,Atar,MR,20.52,-13.05,85.21,18,100,2.17,overcast clouds
388,Saint Anthony,US,45.02,-93.22,66.2,31,1,5.82,clear sky
389,Lavrentiya,RU,65.58,-171.0,35.47,86,69,18.88,broken clouds
390,Olafsvik,IS,64.89,-23.71,40.01,71,100,44.65,overcast clouds
391,Pelhrimov,CZ,49.43,15.22,28.99,97,0,1.61,clear sky
392,Chicama,PE,-7.84,-79.15,64.4,77,75,10.29,mist
393,Tucumcari,US,35.17,-103.72,80.6,19,1,3.36,clear sky
394,Noumea,NC,-22.28,166.46,82.4,61,0,3.36,clear sky
395,Antibes,FR,43.56,7.13,59.0,72,0,9.17,clear sky
396,Maldonado,UY,-34.67,-54.92,66.99,68,20,18.34,few clouds
397,Palaiokipos,GR,39.06,26.45,62.6,72,40,18.34,scattered clouds
398,Muros,ES,42.78,-9.06,57.99,67,0,8.05,clear sky
399,Coihaique,CL,-45.58,-72.07,53.6,58,75,6.93,broken clouds
400,Aykhal,RU,66.0,111.5,-4.0,83,90,6.71,overcast clouds
401,Vila Velha,BR,-20.33,-40.29,79.0,83,75,8.05,broken clouds
402,Gillette,US,44.29,-105.5,75.2,14,1,8.05,clear sky
403,Santa Ana,US,33.75,-117.87,93.2,35,75,5.82,broken clouds
404,Sandwick,GB,60.0,-1.25,51.8,76,100,32.21,overcast clouds
405,Morondava,MG,-20.28,44.28,74.53,82,24,4.81,few clouds
406,Ixtapa,MX,20.7,-105.2,86.0,55,5,6.93,clear sky
407,Teacapan,MX,22.55,-105.75,85.73,47,38,8.48,scattered clouds
408,Mersin,TR,36.86,34.65,64.4,82,75,8.05,broken clouds
409,Ostrow Mazowiecka,PL,52.8,21.9,46.99,77,95,4.0,overcast clouds
410,Tadine,NC,-21.55,167.88,79.36,77,1,5.88,clear sky
411,Axim,GH,4.87,-2.24,79.79,85,99,5.93,overcast clouds
412,High Level,CA,58.52,-117.14,15.8,85,90,2.66,light snow
413,Berkovica,BA,44.62,18.43,48.2,100,90,3.36,overcast clouds
414,Lusambo,CD,-4.97,23.45,72.05,95,96,1.79,overcast clouds
415,Wattegama,LK,6.8,81.48,75.2,100,90,6.93,light intensity shower rain
416,Saint-Augustin,CA,51.23,-58.65,36.97,93,100,23.85,light rain
417,Parana,AR,-31.73,-60.52,80.01,26,0,4.0,clear sky
418,Aripuana,BR,-9.17,-60.63,85.84,50,100,2.64,overcast clouds
419,Corrales,US,35.24,-106.61,77.0,15,1,5.82,clear sky
420,Atasu,KZ,48.68,71.64,28.51,76,0,1.57,clear sky
421,Swidnik,PL,51.22,22.7,39.2,100,0,10.29,clear sky
422,Noyabrsk,RU,63.2,75.45,27.61,99,100,12.46,overcast clouds
423,Bizhbulyak,RU,53.7,54.26,44.46,76,100,11.43,overcast clouds
424,Pyay,MM,18.82,95.22,73.38,92,0,3.09,clear sky
425,Orebro,SE,59.27,15.21,52.0,81,71,13.87,broken clouds
426,Kununurra,AU,-15.77,128.73,80.6,78,15,3.36,few clouds
427,Namibe,AO,-15.2,12.15,70.74,62,0,5.35,clear sky
428,Santa Cruz Del Sur,CU,20.71,-78.0,77.68,80,100,5.77,light rain
429,Bubaque,GW,11.28,-15.83,84.09,72,3,9.04,clear sky
430,Laguna,US,38.42,-121.42,82.99,24,1,1.63,clear sky
431,Taber,CA,49.82,-112.15,60.8,38,100,21.92,overcast clouds
432,Bystryy Istok,RU,52.37,84.39,35.91,79,100,9.35,overcast clouds
433,Waipawa,NZ,-41.41,175.52,60.01,82,100,14.99,overcast clouds
434,Baker City,US,44.77,-117.83,69.8,38,1,19.46,clear sky
435,Rawlins,US,41.79,-107.24,64.4,18,1,20.8,clear sky
436,Flinders,AU,-34.58,150.86,61.0,68,62,5.99,broken clouds
437,Alyangula,AU,-13.85,136.42,84.2,79,75,10.29,broken clouds
438,Jieshi,CN,22.81,115.83,71.01,77,0,7.31,clear sky
439,Colac,AU,-38.33,143.58,54.0,97,93,9.22,overcast clouds
440,Petropavlovka,RU,50.61,105.32,24.84,82,98,3.91,overcast clouds
441,Maragogi,BR,-9.01,-35.22,77.27,84,36,8.05,scattered clouds
442,Iberia,US,29.95,-91.75,73.4,53,1,6.93,clear sky
443,Kalengwa,ZM,-13.47,25.0,67.08,70,86,2.46,overcast clouds
444,Umm Kaddadah,SD,13.6,26.69,76.32,21,51,15.3,broken clouds
445,Kiama,AU,-34.68,150.87,61.0,68,69,5.99,broken clouds
446,Saravan,AM,39.72,45.65,53.6,93,90,4.7,overcast clouds
447,San Quintin,MX,30.48,-115.95,78.42,41,74,10.6,broken clouds
448,College,US,64.86,-147.8,5.0,77,75,3.22,broken clouds
449,Jalalpur,PK,32.64,74.22,59.0,77,0,2.04,smoke
450,Shelburne,CA,44.08,-80.2,57.99,57,100,12.06,overcast clouds
451,Micheweni,TZ,-4.97,39.83,77.13,80,67,9.73,broken clouds
452,Sungairaya,ID,0.7,108.9,77.38,86,100,2.08,heavy intensity rain
453,San Cristobal,VE,7.77,-72.22,84.2,70,40,9.17,scattered clouds
454,Bentiu,SS,9.23,29.83,77.63,46,100,1.48,overcast clouds
455,The Valley,AI,18.22,-63.06,81.0,83,40,10.29,scattered clouds
456,Marzuq,YE,14.4,46.47,60.3,46,0,2.19,clear sky
457,Phalombe,MW,-15.81,35.65,76.06,37,0,2.1,clear sky
458,Wamba,NG,8.93,8.6,77.61,40,84,2.77,broken clouds
459,Carrboro,US,35.91,-79.08,64.99,72,42,1.72,scattered clouds
460,Santa Luzia,BR,-19.77,-43.85,78.8,50,20,4.7,few clouds
461,Sao Francisco,BR,-15.95,-44.86,74.48,78,30,4.79,scattered clouds
462,Lata,PT,40.16,-8.33,62.01,86,100,5.99,moderate rain
463,Namatanai,PG,-3.67,152.43,83.68,74,80,7.16,light rain
464,Prince Rupert,CA,54.32,-130.32,44.6,81,90,8.05,light rain
465,Oranjemund,NA,-28.55,16.43,60.87,86,85,3.49,overcast clouds
466,Kahului,US,20.89,-156.47,91.4,43,40,3.36,scattered clouds
467,Acapulco,MX,16.86,-99.89,86.0,70,40,9.17,scattered clouds
468,Pangnirtung,CA,66.15,-65.71,8.6,50,75,3.36,broken clouds
469,Shoranur,IN,10.77,76.28,75.2,94,75,2.95,thunderstorm
470,Chiredzi,ZW,-21.05,31.67,71.38,86,100,6.71,light rain
471,Gobabis,NA,-22.45,18.97,71.96,22,1,13.29,clear sky
472,Bereda,ES,43.27,-7.54,53.01,96,100,1.99,overcast clouds
473,Beisfjord,NO,68.38,17.6,41.0,80,75,24.16,light intensity drizzle
474,Coahuayana,MX,18.73,-103.68,89.6,38,40,5.82,scattered clouds
475,Olinda,BR,-8.01,-34.86,82.4,74,40,6.93,scattered clouds
476,Abnub,EG,27.27,31.15,63.68,56,0,8.32,clear sky
477,Waingapu,ID,-9.66,120.26,80.55,60,0,2.66,clear sky
478,Rocha,UY,-34.48,-54.33,59.25,75,27,9.48,scattered clouds
479,Wagar,SD,16.15,36.2,74.98,72,0,8.55,clear sky
480,Tecpan,GT,14.76,-90.99,66.2,88,90,6.93,light intensity drizzle
481,Russell,US,32.35,-85.2,73.4,56,1,3.36,clear sky
482,Jiaohe,CN,43.73,127.34,39.74,85,100,7.74,overcast clouds
483,Port Hawkesbury,CA,45.62,-61.35,48.99,81,90,10.29,overcast clouds
484,Okhotsk,RU,59.38,143.3,6.22,89,95,18.05,overcast clouds
485,Pampa,US,35.54,-100.96,80.6,16,1,9.17,clear sky
486,Rajpipla,IN,21.87,73.5,71.31,47,3,5.59,clear sky
487,Cocobeach,GA,1.0,9.58,80.6,88,20,8.05,few clouds
488,Henties Bay,NA,-22.12,14.28,60.01,91,2,1.99,clear sky
489,Coruripe,BR,-10.13,-36.18,77.9,83,54,12.86,broken clouds
490,Inta,RU,66.03,60.17,33.49,96,100,12.26,light rain
491,Alexandria,EG,31.22,29.96,70.05,66,66,14.23,broken clouds
492,Fuxin,CN,42.02,121.66,47.32,54,95,7.09,overcast clouds
493,Ponta Delgada,PT,37.73,-25.67,60.8,63,75,14.99,broken clouds
494,Celestun,MX,20.87,-90.4,80.58,78,100,21.97,overcast clouds
495,Izumo,JP,35.37,132.77,50.0,87,0,8.05,clear sky
496,Nagaur,IN,27.2,73.73,64.94,42,0,2.68,clear sky
497,North Platte,US,41.12,-100.77,78.8,15,1,10.29,clear sky
498,Gamba,GA,-2.65,10.0,76.82,88,100,1.41,overcast clouds
499,Kerouane,GN,9.27,-9.02,76.24,60,0,1.7,clear sky
500,Havelock,US,34.88,-76.9,71.01,72,40,8.05,scattered clouds
501,Kralendijk,BQ,12.15,-68.27,84.2,70,20,12.75,few clouds
502,Lae,PG,-6.72,146.98,79.34,79,100,2.68,overcast clouds
503,Gargzdai,LT,55.71,21.4,51.8,93,100,8.05,overcast clouds
504,Ahipara,NZ,-35.17,173.17,68.04,78,52,7.2,broken clouds
505,Airai,TL,-8.93,125.41,64.49,68,7,1.81,clear sky
506,Mongoumba,CF,3.64,18.59,71.08,98,100,3.13,overcast clouds
507,Villa Rica,US,33.73,-84.92,66.99,55,1,2.73,clear sky
508,Yangjiang,CN,21.85,111.97,66.56,82,0,3.58,clear sky
509,Nijar,ES,36.97,-2.21,71.01,56,0,13.87,clear sky
510,Guerrero Negro,MX,27.98,-114.06,87.51,22,72,13.58,broken clouds
511,Caravelas,BR,-17.71,-39.25,72.95,94,97,5.61,overcast clouds
512,Merauke,ID,-8.47,140.33,78.87,79,40,7.7,scattered clouds
513,Soe,ID,-9.86,124.28,70.11,60,7,3.04,clear sky
514,Chirongui,YT,-12.93,45.15,75.2,88,0,1.12,clear sky
515,Karimpur,IN,23.97,88.62,67.03,53,0,3.09,clear sky
516,Puerto Varas,CL,-41.32,-72.99,55.4,71,75,11.41,broken clouds
517,Pauini,BR,-7.71,-66.98,84.27,62,97,0.25,overcast clouds
518,Cullman,US,34.17,-86.84,66.0,63,1,4.41,clear sky
519,Totton,GB,50.92,-1.49,44.01,100,40,2.24,fog
520,Khorixas,NA,-20.37,14.97,65.52,41,0,7.09,clear sky
521,Svetlogorsk,BY,52.63,29.73,44.17,78,94,13.31,overcast clouds
522,Salisbury,GB,51.07,-1.8,39.2,93,0,6.93,mist
523,Krasnyy Chikoy,RU,50.36,108.75,21.85,92,100,3.29,snow
524,Tarauaca,BR,-8.16,-70.77,86.16,58,96,2.73,overcast clouds
525,Nushki,PK,29.55,66.02,49.64,49,0,1.66,clear sky
526,Kimbe,PG,-5.55,150.14,81.21,78,99,0.72,overcast clouds
527,Asau,RO,46.43,26.4,45.0,88,83,2.19,broken clouds
528,Fortuna,US,40.6,-124.16,66.99,77,20,17.22,few clouds
529,Mahon,ES,39.89,4.27,66.2,82,100,13.87,overcast clouds
530,Nabire,ID,-3.37,135.48,77.4,83,78,4.12,broken clouds
531,Cururupu,BR,-1.83,-44.87,79.16,78,100,4.88,light rain
532,Bangassou,CF,4.74,22.82,69.37,97,20,2.91,moderate rain
533,Katobu,ID,-4.94,122.53,76.73,88,2,1.34,clear sky
534,Ous,RU,60.91,61.52,36.88,92,100,8.88,overcast clouds
535,Roald,NO,62.58,6.13,53.01,93,75,31.09,broken clouds
536,Black Diamond,US,47.31,-122.0,51.01,98,100,7.78,moderate rain
537,Lazaro Cardenas,MX,17.96,-102.2,83.35,66,36,6.33,scattered clouds
538,Lagunas,PE,-5.23,-75.68,92.32,48,94,2.89,overcast clouds
539,Sobolevo,RU,54.43,31.9,44.29,84,100,17.69,overcast clouds
540,Ranong,TH,9.97,98.63,76.53,85,17,3.65,few clouds
541,Adilcevaz,TR,38.8,42.73,50.0,61,75,14.99,broken clouds
542,Strezhevoy,RU,60.73,77.59,32.0,97,90,8.95,overcast clouds
543,Nuuk,GL,64.18,-51.72,21.2,67,40,11.41,shower rain
544,Chandler,US,33.31,-111.84,98.01,11,1,8.05,clear sky
545,Milicz,PL,51.53,17.27,46.0,90,19,1.01,few clouds
546,Acari,PE,-15.43,-74.62,71.56,54,7,6.76,clear sky
547,La Asuncion,VE,11.03,-63.86,80.17,79,1,15.52,clear sky
548,Rorvik,NO,64.86,11.24,48.2,81,75,14.99,light rain
549,Ati,TD,13.22,18.34,79.12,17,33,12.84,scattered clouds
550,Genhe,CN,50.78,121.52,17.89,96,95,1.81,overcast clouds
551,Almonte,ES,37.26,-6.52,62.01,83,100,9.31,overcast clouds
552,Visby,SE,57.64,18.3,51.01,93,44,9.17,scattered clouds
553,Mezen,RU,65.85,44.24,36.75,96,100,8.66,light rain
554,Aklavik,CA,68.22,-135.01,-4.0,76,20,4.7,few clouds
555,Mitsamiouli,KM,-11.38,43.28,78.15,73,0,9.1,clear sky
556,Auki,SB,-8.77,160.7,84.83,71,100,1.63,light rain
557,Pombas,CV,17.15,-25.02,78.8,74,40,8.05,scattered clouds
558,Tuy Hoa,VN,13.08,109.3,74.32,91,100,8.79,moderate rain
559,Neepawa,CA,50.23,-99.47,62.6,42,75,14.99,broken clouds
560,Krasnoselkup,RU,65.7,82.47,-5.24,88,0,5.7,clear sky
561,Port Blair,IN,11.67,92.75,80.69,77,7,5.19,clear sky
562,Champerico,GT,14.3,-91.92,77.0,94,90,6.93,light intensity drizzle
563,Gairo,IT,39.85,9.5,62.6,77,20,8.05,few clouds
564,Kormilovka,RU,55.0,74.1,32.0,97,94,6.71,overcast clouds
565,Manokwari,ID,-0.87,134.08,81.0,72,100,3.51,overcast clouds
566,Bestobe,KZ,52.5,73.1,39.22,71,97,14.61,overcast clouds
567,Cabo San Lucas,MX,22.89,-109.91,86.0,58,5,6.93,clear sky
568,Chengde,CN,40.97,117.94,41.14,65,58,2.28,broken clouds
569,Oum Hadjer,TD,13.3,19.7,78.73,17,20,12.53,few clouds
570,Banda Aceh,ID,5.56,95.32,78.82,79,50,4.79,light rain
571,San Andres,CO,12.58,-81.7,84.2,79,75,8.05,broken clouds
572,Ruidoso,US,33.33,-105.67,72.0,16,1,8.05,clear sky
573,Le Mans,FR,48.0,0.2,44.6,75,0,8.05,clear sky
574,Kangaatsiaq,GL,68.31,-53.46,25.2,84,91,21.07,overcast clouds
575,Erdenet,MN,49.03,104.08,26.6,85,17,13.4,few clouds
576,Morada Nova,BR,-5.11,-38.37,81.07,65,67,11.63,broken clouds
577,Nadvoitsy,RU,63.87,34.32,39.45,80,57,13.85,broken clouds
578,Changji,CN,44.02,87.32,33.8,55,65,4.47,broken clouds
579,Campana,AR,-34.17,-58.96,71.01,60,0,10.29,clear sky
580,Iwaki,JP,37.05,140.88,55.99,87,0,1.12,clear sky
581,Beruwala,LK,6.48,79.98,77.97,85,52,4.41,broken clouds
582,Esmeraldas,BR,-19.76,-44.31,78.8,47,0,2.24,clear sky
583,Haldensleben,DE,52.29,11.41,46.99,10,100,9.17,overcast clouds
584,Kutum,SD,14.2,24.67,66.74,27,3,13.58,clear sky
585,Tiarei,PF,-17.53,-149.33,78.8,83,75,11.41,shower rain
586,Bontang,ID,0.13,117.5,77.85,85,100,5.77,light rain
587,Luwuk,ID,-0.95,122.79,78.98,71,68,2.37,light rain
588,Aktau,KZ,43.65,51.2,42.8,30,0,13.42,clear sky
589,Burgeo,CA,47.62,-57.62,40.46,78,92,20.94,overcast clouds
590,Mlonggo,ID,-6.53,110.7,78.51,76,100,4.79,overcast clouds
591,North Branch,US,45.51,-92.98,64.4,42,1,3.85,clear sky
592,Savannah Bight,HN,16.45,-85.85,81.55,76,87,5.97,overcast clouds
593,East Wenatchee Bench,US,47.43,-120.28,57.0,58,90,12.75,overcast clouds
594,San Pedro,PH,14.35,121.02,78.8,88,75,4.7,broken clouds
595,Dakar,SN,14.69,-17.44,82.4,78,20,4.7,few clouds
596,Praxedis Guerrero,MX,31.37,-106.02,84.2,9,5,17.22,clear sky
597,Chokwe,MZ,-24.53,32.98,75.96,79,100,6.8,light rain
598,Buraydah,SA,26.33,43.98,68.0,21,0,6.93,clear sky
599,Praia Da Vitoria,PT,38.73,-27.07,60.8,63,20,17.54,few clouds
600,Amahai,ID,-3.33,128.92,84.0,93,81,0.45,moderate rain
601,Huangnihe,CN,43.56,128.02,41.56,74,100,10.18,overcast clouds
602,Garoua Boulai,CM,5.88,14.55,66.31,86,17,2.86,few clouds
603,Baculin,PH,7.45,126.58,78.51,76,71,7.2,broken clouds
604,Skelleftea,SE,64.75,20.95,45.0,56,0,24.16,clear sky
605,Nanortalik,GL,60.14,-45.24,28.89,85,75,38.92,broken clouds
606,Chandur Bazar,IN,21.24,77.75,65.05,38,0,4.7,clear sky
607,Cedar Rapids,US,42.01,-91.64,68.0,52,1,5.82,haze
608,Grand Gaube,MU,-20.01,57.66,70.0,79,0,5.01,clear sky
609,Hofn,IS,64.25,-15.21,45.37,70,22,41.9,few clouds
610,Point Fortin,TT,10.18,-61.68,82.0,82,36,13.87,light rain
611,Roebourne,AU,-20.78,117.13,77.22,36,0,9.91,light rain
612,Dandong,CN,40.13,124.39,53.92,86,100,9.15,overcast clouds
613,Burnie,AU,-41.07,145.92,59.0,70,51,11.99,broken clouds
614,Fairbanks,US,64.84,-147.72,5.0,76,75,3.11,broken clouds
615,Poya,NC,-21.35,165.15,81.63,64,8,0.25,clear sky
616,Harper,LR,4.38,-7.72,79.0,87,2,8.34,clear sky
617,Qarchi Gak,AF,37.04,66.79,53.6,23,20,4.7,few clouds
618,Hearst,CA,49.68,-83.67,33.8,92,98,3.36,overcast clouds
619,Misratah,LY,32.38,15.09,70.03,65,1,7.9,clear sky
620,Vila,PT,42.03,-8.16,54.0,84,96,3.0,overcast clouds
621,Hami,CN,42.8,93.45,29.97,73,0,2.95,clear sky
622,Nokaneng,BW,-19.67,22.27,80.44,42,62,10.33,broken clouds
623,Concordia,AR,-31.39,-58.02,77.0,41,20,8.05,few clouds
624,Nador,MA,35.17,-2.93,68.0,82,96,4.7,overcast clouds
625,Pointe Michel,DM,15.25,-61.38,75.2,100,75,2.24,broken clouds
626,Zyryanka,RU,65.75,150.85,0.72,92,100,28.9,light snow
627,Plover,US,44.46,-89.54,69.8,34,1,4.7,clear sky
628,Maniitsoq,GL,65.42,-52.9,21.15,92,88,5.14,light snow
629,Heyang,CN,26.1,107.47,54.77,91,100,4.43,light rain
630,Shelton,US,41.32,-73.09,60.8,77,1,9.17,clear sky
631,Pierre,US,44.37,-100.35,78.8,15,1,17.22,clear sky
632,Fasa,IR,28.94,53.65,46.4,31,0,4.7,clear sky
633,Peoria,US,40.77,-89.77,71.01,43,1,10.29,clear sky
634,Whyalla,AU,-33.03,137.58,57.2,62,21,10.29,few clouds
635,Onalaska,US,43.88,-91.24,71.6,35,1,4.43,clear sky
636,Bima,ID,-8.47,118.72,77.14,84,29,3.15,scattered clouds
637,Labuhan,ID,-6.88,112.21,78.98,83,100,6.46,overcast clouds
638,Abong Mbang,CM,3.98,13.18,67.46,97,73,1.99,broken clouds
639,Hay River,CA,60.82,-115.8,12.2,78,100,8.05,light snow
640,Katangli,RU,51.71,143.23,24.24,87,0,13.09,clear sky
641,Casablanca,MA,33.59,-7.62,62.6,100,40,5.82,scattered clouds
642,Kuusamo,FI,65.97,29.18,35.6,80,0,12.75,clear sky
643,Araouane,ML,18.9,-3.53,86.14,17,7,6.58,clear sky
644,Makakilo City,US,21.35,-158.09,86.0,70,1,6.93,clear sky
645,Rafaela,AR,-31.25,-61.49,77.0,16,0,4.0,clear sky
646,Humaita,BR,-7.51,-63.02,86.22,58,89,3.06,overcast clouds
647,Orlik,RU,52.52,99.83,17.78,88,100,8.7,overcast clouds
648,Batagay-Alyta,RU,67.8,130.41,-14.4,80,4,1.79,clear sky
649,Kholm,RU,59.27,32.85,43.32,78,84,10.71,broken clouds
650,Mantua,IT,45.17,10.78,54.0,94,0,2.33,clear sky
651,Nova Olimpia,BR,-14.8,-57.29,83.68,29,0,1.1,clear sky
652,Muravlenko,RU,63.79,74.52,28.11,99,100,10.42,overcast clouds
653,Fukagawa,JP,43.71,142.04,44.6,79,75,17.22,shower rain
654,Ust-Nera,RU,64.57,143.2,-5.44,83,100,5.99,overcast clouds
655,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,82.98,64,99,1.81,moderate rain
656,Viloco,BO,-16.95,-67.55,55.08,49,25,8.66,scattered clouds
657,Killarney,IE,52.05,-9.52,41.59,90,15,3.53,few clouds
658,Male,MV,4.17,73.51,82.4,88,20,4.79,few clouds
659,Bilibino,RU,68.05,166.44,16.47,92,100,5.77,overcast clouds
660,Mancio Lima,BR,-7.61,-72.9,91.4,55,20,4.7,few clouds
661,Derzhavinsk,KZ,51.1,66.32,40.89,64,95,13.62,overcast clouds
662,Bhola,BD,22.68,90.65,70.72,59,0,9.78,clear sky
663,Maiduguri,NG,11.85,13.16,77.34,29,49,7.43,scattered clouds
664,Seminole,US,28.71,-81.21,78.8,61,20,10.29,few clouds
665,Kyzyl-Mazhalyk,RU,51.13,90.6,28.22,88,5,3.58,clear sky
666,Plettenberg Bay,ZA,-34.05,23.37,65.19,87,60,10.31,broken clouds
667,Labe,GN,11.32,-12.28,68.92,70,32,2.57,scattered clouds
668,Quesnel,CA,53.0,-122.5,48.2,45,20,11.41,few clouds
669,Terrace,CA,54.52,-128.6,41.0,93,75,11.41,light intensity shower rain
670,Zabid,YE,14.2,43.32,79.74,58,0,5.06,clear sky
671,Northam,GB,51.03,-4.22,42.01,92,4,3.0,clear sky
672,Sibolga,ID,1.74,98.78,76.86,74,99,3.87,overcast clouds
673,Belaya Gora,RU,68.53,146.42,-3.35,91,100,8.93,overcast clouds
674,Koundara,GN,12.48,-13.3,82.29,56,3,4.23,clear sky
675,Valdivia,CL,-39.81,-73.25,60.8,63,20,10.29,few clouds
676,Tarrafal,CV,15.28,-23.77,77.0,83,40,3.36,scattered clouds
677,Zarautz,ES,43.28,-2.17,57.99,87,0,1.12,clear sky
