City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Isangel,VU,2020-11-04 01:12:59,-19.55,169.27,77.29,81,100,12.48
274,Kumbo,CM,2020-11-04 01:13:32,6.2,10.67,60.06,89,99,0.45
275,Kutum,SD,2020-11-04 01:13:32,14.2,24.67,68.05,29,0,12.95
276,Edson,CA,2020-11-04 01:10:36,53.58,-116.44,48.2,77,90,4.7
277,Mizan Teferi,ET,2020-11-04 01:13:32,6.98,35.58,60.35,80,0,3.15
278,Magadan,RU,2020-11-04 01:13:33,59.57,150.8,33.98,92,100,7.49
279,Dicabisagan,PH,2020-11-04 01:13:33,17.08,122.42,77.95,84,100,10.76
280,Storforshei,NO,2020-11-04 01:13:33,66.4,14.52,41.0,93,100,10.6
281,Valparaiso,CL,2020-11-04 01:13:33,-33.04,-71.63,53.6,93,75,13.87
282,Camacupa,AO,2020-11-04 01:13:33,-12.02,17.48,63.93,94,97,2.73
283,Andros Town,BS,2020-11-04 01:13:33,24.7,-77.77,77.0,65,75,18.34
284,Ploemeur,FR,2020-11-04 01:13:33,47.73,-3.43,41.0,93,75,3.36
285,Vila Velha,BR,2020-11-04 01:12:00,-20.33,-40.29,68.0,88,75,2.24
286,Borovoy,RU,2020-11-04 01:13:34,55.43,86.08,26.6,92,90,8.95
287,Vinh Long,VN,2020-11-04 01:13:34,10.25,105.97,80.6,94,20,6.93
288,Skogn,NO,2020-11-04 01:13:34,63.7,11.2,46.4,52,0,24.16
289,Qaanaaq,GL,2020-11-04 01:13:34,77.48,-69.36,0.01,78,2,2.21
290,Padang,ID,2020-11-04 01:13:34,-0.95,100.35,76.73,76,100,7.56
291,Abu Samrah,SY,2020-11-04 01:13:34,35.3,37.18,62.69,77,100,10.45
292,Saint-Louis,SN,2020-11-04 01:13:34,16.33,-15.0,78.8,50,0,6.51
293,Talaya,RU,2020-11-04 01:13:35,61.38,152.75,11.16,93,100,9.69
294,Rondonopolis,BR,2020-11-04 01:08:40,-16.47,-54.64,78.82,45,35,5.57
295,Vestmannaeyjar,IS,2020-11-04 01:13:35,63.44,-20.27,44.1,77,100,8.5
296,Christchurch,NZ,2020-11-04 01:08:44,-43.53,172.63,69.8,60,0,11.41
297,Tuy Hoa,VN,2020-11-04 01:13:35,13.08,109.3,76.68,83,100,8.81
298,Lyuban,BY,2020-11-04 01:13:35,52.8,28.0,44.65,86,99,5.79
299,Hit,IQ,2020-11-04 01:13:35,33.64,42.83,68.11,32,0,3.83
300,Vanavara,RU,2020-11-04 01:13:35,60.34,102.28,19.44,97,100,7.29
301,Sao Francisco,BR,2020-11-04 01:13:35,-15.95,-44.86,67.59,88,84,4.99
302,Mut,TR,2020-11-04 01:13:36,36.64,33.44,56.73,72,100,0.69
303,Batagay-Alyta,RU,2020-11-04 01:13:36,67.8,130.41,-4.45,91,9,0.45
304,Thiruvananthapuram,IN,2020-11-04 01:10:03,8.48,76.92,80.6,83,20,2.84
305,Hasaki,JP,2020-11-04 01:12:38,35.73,140.83,59.0,50,20,6.93
306,Willowmore,ZA,2020-11-04 01:13:36,-33.29,23.49,63.73,46,90,3.06
307,Teahupoo,PF,2020-11-04 01:13:36,-17.83,-149.27,86.0,62,75,18.34
308,Jasidih,IN,2020-11-04 01:13:36,24.52,86.65,65.79,42,0,6.02
309,Lagos,NG,2020-11-04 01:13:36,6.58,3.75,77.4,92,100,3.2
310,Sumenep,ID,2020-11-04 01:13:37,-7.02,113.87,85.5,67,96,9.51
311,Dilla,ET,2020-11-04 01:13:37,6.41,38.31,58.32,81,14,3.44
312,Ambilobe,MG,2020-11-04 01:13:37,-13.2,49.05,68.86,85,8,4.18
313,Tres Arroyos,AR,2020-11-04 01:13:37,-38.37,-60.28,62.55,73,100,15.73
314,Manjakandriana,MG,2020-11-04 01:13:37,-18.92,47.8,55.4,93,20,5.82
315,Amurzet,RU,2020-11-04 01:13:37,47.7,131.1,28.26,74,0,14.5
316,Hays,US,2020-11-04 01:13:37,30.05,-98.03,62.01,58,0,7.25
317,Hami,CN,2020-11-04 01:13:37,42.8,93.45,38.03,65,0,5.1
318,Oakdale,US,2020-11-04 01:13:38,44.96,-92.96,66.2,42,1,4.7
319,Qaqortoq,GL,2020-11-04 01:13:38,60.72,-46.03,35.6,80,100,9.17
320,Jackson,US,2020-11-04 01:13:38,42.42,-122.83,73.4,20,75,1.92
321,Paamiut,GL,2020-11-04 01:13:38,61.99,-49.67,32.67,97,100,29.26
322,Pathein,MM,2020-11-04 01:13:38,16.78,94.73,78.48,90,0,1.25
323,Rio Gallegos,AR,2020-11-04 01:13:39,-51.62,-69.22,44.6,93,90,10.29
324,Kaitangata,NZ,2020-11-04 01:13:39,-46.28,169.85,62.01,72,0,8.01
325,Hambantota,LK,2020-11-04 01:13:39,6.12,81.12,75.2,100,40,2.24
326,El Alto,PE,2020-11-04 01:13:39,-4.27,-81.21,61.52,92,68,15.9
327,Teguise,ES,2020-11-04 01:13:39,29.06,-13.56,69.8,77,20,16.11
328,Berlevag,NO,2020-11-04 01:13:39,70.86,29.09,41.95,72,0,22.39
329,Menongue,AO,2020-11-04 01:13:39,-14.66,17.69,64.26,82,100,6.89
330,Lata,PT,2020-11-04 01:13:40,40.16,-8.33,54.0,81,0,1.01
331,Esna,EG,2020-11-04 01:13:40,25.29,32.55,68.0,56,0,2.24
332,Georgetown,MY,2020-11-04 01:13:40,5.41,100.34,78.8,88,40,5.82
333,Bam,IR,2020-11-04 01:13:40,29.11,58.36,56.93,33,0,5.23
334,Salalah,OM,2020-11-04 01:13:40,17.02,54.09,71.6,46,0,4.7
335,Fuerte Olimpo,PY,2020-11-04 01:13:40,-21.04,-57.87,75.18,43,0,4.03
336,Hamilton,US,2020-11-04 01:13:40,39.18,-84.53,52.0,66,1,3.36
337,Prince Albert,CA,2020-11-04 01:12:15,53.2,-105.77,39.2,80,75,3.36
338,Kiama,AU,2020-11-04 01:13:41,-34.68,150.87,78.01,59,82,5.01
339,Yulara,AU,2020-11-04 01:13:41,-25.24,130.99,87.8,29,100,8.05
340,Sao Filipe,CV,2020-11-04 01:13:41,14.9,-24.5,78.4,74,100,4.03
341,Uddevalla,SE,2020-11-04 01:13:41,58.35,11.94,52.0,93,97,8.05
342,Lekoni,GA,2020-11-04 01:13:41,-1.58,14.26,72.61,87,100,1.79
343,Imola,IT,2020-11-04 01:13:41,44.35,11.72,57.0,95,100,2.28
344,Asheville,US,2020-11-04 01:11:58,35.6,-82.55,50.0,46,1,6.93
345,Margate,GB,2020-11-04 01:13:41,51.38,1.39,51.01,66,0,1.99
346,Srednekolymsk,RU,2020-11-04 01:13:41,67.45,153.68,-5.1,84,0,8.32
347,Karratha,AU,2020-11-04 01:11:25,-20.74,116.85,86.34,37,0,7.38
348,Lokosovo,RU,2020-11-04 01:13:42,61.13,74.82,27.36,96,100,12.33
349,Salinas,US,2020-11-04 01:13:42,36.68,-121.66,59.0,82,40,8.05
350,Anadyr,RU,2020-11-04 01:12:03,64.75,177.48,6.8,77,0,6.71
351,Eyl,SO,2020-11-04 01:13:42,7.98,49.82,77.47,72,100,10.69
352,Rajura,IN,2020-11-04 01:13:42,19.78,79.37,62.73,60,0,4.85
353,Saint George,US,2020-11-04 01:13:42,37.1,-113.58,77.0,20,1,5.82
354,Andreiasu De Jos,RO,2020-11-04 01:13:42,45.75,26.83,44.91,85,67,3.6
355,Senno,RU,2020-11-04 01:13:42,59.53,33.92,44.19,92,6,8.01
356,San Patricio,US,2020-11-04 01:13:42,28.02,-97.52,69.8,73,20,9.17
357,Nola,IT,2020-11-04 01:13:43,40.92,14.53,55.99,87,82,1.12
358,Nampula,MZ,2020-11-04 01:13:43,-15.12,39.27,71.6,73,0,5.82
359,Port Lincoln,AU,2020-11-04 01:13:43,-34.73,135.87,58.3,69,100,16.2
360,Namikupa,TZ,2020-11-04 01:13:43,-10.83,39.6,68.52,95,98,2.17
361,Vostok,RU,2020-11-04 01:13:43,46.49,135.88,16.0,88,98,12.28
362,Umba,RU,2020-11-04 01:13:43,66.69,34.34,40.73,90,100,10.42
363,Kulhudhuffushi,MV,2020-11-04 01:13:43,6.62,73.07,81.55,67,0,3.13
364,San Quintin,MX,2020-11-04 01:13:43,30.48,-115.95,66.65,80,71,11.59
365,Bilma,NE,2020-11-04 01:13:43,18.69,12.92,70.7,23,0,7.63
366,Ancud,CL,2020-11-04 01:09:19,-41.87,-73.82,53.01,81,75,8.05
367,Nigran,ES,2020-11-04 01:13:44,42.14,-8.81,51.01,75,0,10.29
368,Shaunavon,CA,2020-11-04 01:13:44,49.65,-108.42,59.0,22,17,21.92
369,Dongsheng,CN,2020-11-04 01:13:44,39.82,109.98,38.62,62,0,11.52
370,Mechanicsville,US,2020-11-04 01:09:57,37.61,-77.37,51.8,57,1,4.7
371,Derzhavinsk,KZ,2020-11-04 01:13:44,51.1,66.32,30.04,95,0,4.63
372,Siva,EG,2020-11-04 01:13:44,29.2,25.52,58.48,71,0,1.61
373,Kendari,ID,2020-11-04 01:13:44,-3.94,122.5,84.58,69,100,1.66
374,Pizhanka,RU,2020-11-04 01:13:45,57.46,48.54,32.31,97,0,7.14
375,Bosaso,SO,2020-11-04 01:13:45,11.28,49.18,73.26,72,0,2.62
376,Panzhihua,CN,2020-11-04 01:13:45,26.59,101.71,62.15,65,82,0.83
377,Walvis Bay,NA,2020-11-04 01:13:45,-22.96,14.51,57.99,87,0,2.24
378,Cabo San Lucas,MX,2020-11-04 01:13:45,22.89,-109.91,82.4,74,5,8.05
379,Te Anau,NZ,2020-11-04 01:09:23,-45.42,167.72,66.72,60,55,7.92
380,Kutahya,TR,2020-11-04 01:13:46,39.42,29.98,46.4,81,75,6.93
381,Mattawa,US,2020-11-04 01:13:46,46.74,-119.9,50.0,70,20,1.52
382,Shimoda,JP,2020-11-04 01:13:46,34.67,138.95,60.8,51,20,10.29
383,Sistranda,NO,2020-11-04 01:13:46,63.73,8.83,42.8,75,40,9.17
384,Jasdan,IN,2020-11-04 01:13:46,22.03,71.2,68.0,64,0,3.36
385,Syedove,UA,2020-11-04 01:13:46,47.08,38.16,51.01,53,100,8.01
386,Agua Branca,BR,2020-11-04 01:13:46,-5.89,-42.64,72.21,97,100,1.48
387,Safranbolu,TR,2020-11-04 01:13:46,41.25,32.69,46.17,77,88,1.88
388,Nenjiang,CN,2020-11-04 01:13:47,49.18,125.22,23.45,80,87,7.36
389,Smolenka,RU,2020-11-04 01:13:47,52.14,113.5,17.6,85,40,4.47
390,Rosario Oeste,BR,2020-11-04 01:13:47,-14.84,-56.43,80.17,48,0,2.55
391,Kathu,TH,2020-11-04 01:13:47,7.92,98.33,82.99,94,75,1.12
392,Tautira,PF,2020-11-04 01:13:47,-17.73,-149.15,86.0,62,75,18.34
393,Weihai,CN,2020-11-04 01:13:47,37.5,122.11,49.23,48,0,9.15
394,Acari,PE,2020-11-04 01:13:47,-15.43,-74.62,64.02,72,33,2.98
395,Anamur,TR,2020-11-04 01:13:47,36.08,32.84,59.0,93,75,6.93
396,Kyzyl-Oktyabr,KG,2020-11-04 01:13:48,42.77,75.73,37.53,62,74,2.28
397,Port Hardy,CA,2020-11-04 01:13:48,50.7,-127.42,50.0,100,90,3.36
398,Aleksinac,RS,2020-11-04 01:13:48,43.54,21.71,54.0,87,0,3.36
399,Seymchan,RU,2020-11-04 01:13:48,62.88,152.43,6.01,93,100,14.58
400,Haines Junction,CA,2020-11-04 01:13:48,60.75,-137.51,1.4,77,100,1.12
401,Pitimbu,BR,2020-11-04 01:13:48,-7.47,-34.81,78.8,83,40,10.29
402,Ust-Tsilma,RU,2020-11-04 01:13:48,65.44,52.15,43.99,83,100,14.65
403,Saint Anthony,US,2020-11-04 01:13:49,45.02,-93.22,68.0,34,1,6.93
404,Semnan,IR,2020-11-04 01:13:49,35.57,53.4,54.99,37,38,2.84
405,Ambanja,MG,2020-11-04 01:13:49,-13.68,48.45,74.05,84,68,0.45
406,Los Llanos De Aridane,ES,2020-11-04 01:13:49,28.66,-17.92,71.6,73,75,11.41
407,Mehamn,NO,2020-11-04 01:13:49,71.04,27.85,42.15,75,46,22.53
408,Dali,CN,2020-11-04 01:13:49,25.7,100.18,58.69,83,19,3.31
409,Raga,SS,2020-11-04 01:13:49,8.46,25.68,73.44,77,93,3.15
410,Luwuk,ID,2020-11-04 01:13:49,-0.95,122.79,84.38,64,100,3.38
411,Mao,ES,2020-11-04 01:13:49,39.89,4.27,60.8,82,0,14.99
412,Cap Malheureux,MU,2020-11-04 01:13:50,-19.98,57.61,69.01,76,67,3.0
413,Sezimovo Usti,CZ,2020-11-04 01:13:50,49.39,14.68,48.99,96,100,11.7
414,Saint-Pierre,RE,2020-11-04 01:13:50,-21.34,55.48,69.8,52,40,6.93
415,Hualmay,PE,2020-11-04 01:13:50,-11.1,-77.61,62.55,83,7,7.05
416,Bonavista,CA,2020-11-04 01:13:50,48.65,-53.11,36.0,73,0,4.7
417,Srinivaspur,IN,2020-11-04 01:13:50,13.33,78.22,68.0,100,75,2.39
418,Kuito,AO,2020-11-04 01:13:50,-12.38,16.93,59.67,91,88,2.53
419,Lensk,RU,2020-11-04 01:13:50,60.73,114.93,20.17,95,100,5.88
420,Panguna,PG,2020-11-04 01:13:51,-6.32,155.48,80.38,79,95,2.93
421,Grand Gaube,MU,2020-11-04 01:13:51,-20.01,57.66,69.01,76,76,3.0
422,Dhidhdhoo,MV,2020-11-04 01:13:51,6.88,73.1,81.57,68,7,2.71
423,Glasgow,GB,2020-11-04 01:12:50,55.87,-4.26,45.0,81,43,11.41
424,Semey,KZ,2020-11-04 01:12:58,50.41,80.23,28.4,92,90,8.95
425,Muhos,FI,2020-11-04 01:13:51,64.81,25.99,39.2,93,0,5.82
426,Kazanskaya,RU,2020-11-04 01:13:51,45.41,40.44,53.04,71,51,14.38
427,Progreso,MX,2020-11-04 01:13:52,21.28,-89.67,77.0,73,75,9.17
428,Bonoua,CI,2020-11-04 01:13:52,5.27,-3.6,80.6,94,40,3.36
429,The Valley,AI,2020-11-04 01:13:52,18.22,-63.06,82.4,65,20,11.41
430,Sungaipenuh,ID,2020-11-04 01:13:52,-2.08,101.38,68.79,88,100,1.07
431,Dublin,US,2020-11-04 01:11:49,37.7,-121.94,64.4,59,1,9.17
432,Gualeguay,AR,2020-11-04 01:13:52,-33.14,-59.31,60.28,80,1,9.42
433,Ulcinj,ME,2020-11-04 01:10:32,41.93,19.22,53.6,93,0,4.7
434,Baykit,RU,2020-11-04 01:13:52,61.67,96.37,17.49,93,100,5.59
435,Hofn,IS,2020-11-04 01:13:52,64.25,-15.21,43.47,59,100,5.32
436,Peterhead,GB,2020-11-04 01:13:53,57.51,-1.8,46.99,75,20,13.87
437,College,US,2020-11-04 01:13:53,64.86,-147.8,-13.0,75,20,0.85
438,Keflavik,IS,2020-11-04 01:13:53,64.0,-22.56,44.6,93,90,20.8
439,Yerbogachen,RU,2020-11-04 01:13:53,61.28,108.01,18.43,96,98,7.34
440,Mutoko,ZW,2020-11-04 01:13:53,-17.4,32.23,66.78,79,0,6.33
441,Togur,RU,2020-11-04 01:13:53,58.36,82.83,25.05,97,94,9.37
442,Riyadh,SA,2020-11-04 01:09:09,24.69,46.72,62.6,36,0,4.43
443,Vuktyl,RU,2020-11-04 01:13:54,63.86,57.31,37.51,89,100,15.03
444,Panlaitan,PH,2020-11-04 01:13:54,12.12,119.85,82.94,78,100,9.35
445,Ridgecrest,US,2020-11-04 01:12:05,35.62,-117.67,86.0,12,40,5.82
446,Olinda,BR,2020-11-04 01:13:54,-8.01,-34.86,80.6,78,75,8.05
447,Edd,ER,2020-11-04 01:13:54,13.93,41.69,79.32,45,0,13.42
448,Namwala,ZM,2020-11-04 01:13:54,-15.75,26.44,67.86,82,100,2.68
449,Bima,ID,2020-11-04 01:13:54,-8.47,118.72,91.04,50,1,3.44
450,Kailua,US,2020-11-04 01:09:46,21.4,-157.74,81.0,83,90,10.29
451,Zyryanka,RU,2020-11-04 01:13:55,65.75,150.85,-3.98,88,100,14.14
452,Teguldet,RU,2020-11-04 01:13:55,57.31,88.17,25.32,97,95,5.91
453,Harboore,DK,2020-11-04 01:13:55,56.62,8.18,46.0,81,19,2.66
454,Umm Lajj,SA,2020-11-04 01:13:55,25.02,37.27,76.87,57,0,11.52
455,Hope,US,2020-11-04 01:13:55,33.67,-93.59,57.0,66,56,4.74
456,Buraydah,SA,2020-11-04 01:13:55,26.33,43.98,60.8,41,0,8.72
457,Mercedes,AR,2020-11-04 01:13:56,-34.65,-59.43,64.99,83,34,5.99
458,Zanjan,IR,2020-11-04 01:13:56,36.67,48.48,54.88,53,100,4.29
459,Miandrivazo,MG,2020-11-04 01:11:16,-19.52,45.47,78.4,67,3,1.72
460,Palauig,PH,2020-11-04 01:13:56,15.44,119.9,84.36,65,48,0.51
461,Bodden Town,KY,2020-11-04 01:13:56,19.28,-81.25,81.0,94,75,16.11
462,Miri,MY,2020-11-04 01:13:56,4.41,114.01,80.6,88,20,8.05
463,Ukiah,US,2020-11-04 01:13:50,39.15,-123.21,78.8,16,1,5.82
464,Xining,CN,2020-11-04 01:13:56,36.62,101.77,35.82,73,100,1.1
465,Carutapera,BR,2020-11-04 01:13:56,-1.2,-46.02,78.03,88,0,5.7
466,Aksha,RU,2020-11-04 01:13:57,50.28,113.29,25.99,91,10,4.92
467,Zhigansk,RU,2020-11-04 01:13:57,66.77,123.37,-0.96,90,60,4.32
468,Lovasbereny,HU,2020-11-04 01:13:57,47.31,18.55,53.01,92,48,3.33
469,Whitehorse,CA,2020-11-04 01:13:57,60.72,-135.05,1.4,77,75,2.24
470,Deputatskiy,RU,2020-11-04 01:13:57,69.3,139.9,-13.32,86,1,1.61
471,Ginir,ET,2020-11-04 01:13:57,7.13,40.7,55.08,68,85,3.85
472,Wewak,PG,2020-11-04 01:13:57,-3.55,143.63,84.09,76,100,6.35
473,Camana,PE,2020-11-04 01:13:58,-16.62,-72.71,64.2,78,91,5.75
474,Healesville,AU,2020-11-04 01:13:58,-37.65,145.52,69.01,74,100,7.11
475,Avallon,FR,2020-11-04 01:13:58,47.48,3.9,36.0,97,100,2.15
476,Popondetta,PG,2020-11-04 01:13:58,-8.75,148.25,88.03,60,100,4.29
477,Elko,US,2020-11-04 01:13:58,41.0,-115.5,69.8,18,1,8.05
478,Victor Harbor,AU,2020-11-04 01:13:58,-35.57,138.62,61.0,72,100,3.0
479,Mount Gambier,AU,2020-11-04 01:13:58,-37.83,140.77,57.2,71,90,14.99
480,Dwarka,IN,2020-11-04 01:13:58,22.24,68.97,78.49,54,0,6.76
481,Krasnogvardeyskiy,RU,2020-11-04 01:13:59,57.38,62.32,30.63,89,0,6.89
482,Kandla,IN,2020-11-04 01:13:59,23.03,70.22,77.41,35,0,4.23
483,Port Hedland,AU,2020-11-04 01:13:59,-20.32,118.57,89.6,29,0,8.05
484,Saint-Augustin,CA,2020-11-04 01:13:59,51.23,-58.65,24.8,80,4,10.96
485,Lagos De Moreno,MX,2020-11-04 01:13:59,21.35,-101.92,71.6,57,5,4.7
486,Talnakh,RU,2020-11-04 01:13:59,69.49,88.4,-9.4,76,40,2.24
487,Imbituba,BR,2020-11-04 01:13:59,-28.24,-48.67,62.6,88,0,2.24
488,Vao,NC,2020-11-04 01:13:59,-22.67,167.48,73.85,90,100,10.8
489,Sao Paulo De Olivenca,BR,2020-11-04 01:13:59,-3.38,-68.87,75.96,94,58,1.92
490,Taoudenni,ML,2020-11-04 01:14:00,22.68,-3.98,74.34,20,0,5.5
491,Nhulunbuy,AU,2020-11-04 01:14:00,-12.23,136.77,91.4,52,20,10.29
492,Inhambane,MZ,2020-11-04 01:14:00,-23.86,35.38,71.4,84,0,6.51
493,Kapoeta,SS,2020-11-04 01:14:00,4.77,33.59,79.41,50,0,11.83
494,Luanda,AO,2020-11-04 01:12:20,-8.84,13.23,78.8,83,75,8.05
495,Tocopilla,CL,2020-11-04 01:11:53,-22.09,-70.2,60.21,61,13,3.8
496,Sisimiut,GL,2020-11-04 01:14:00,66.94,-53.67,33.98,88,100,58.61
497,Vanderhoof,CA,2020-11-04 01:14:00,54.02,-124.02,46.27,75,100,9.95
498,Muisne,EC,2020-11-04 01:14:01,0.6,-80.03,74.26,84,100,11.1
499,Sakaiminato,JP,2020-11-04 01:14:01,35.55,133.23,55.4,54,75,16.11
500,Iralaya,HN,2020-11-04 01:14:01,15.0,-83.23,78.55,88,100,20.51
501,Broome,US,2020-11-04 01:14:01,42.25,-75.83,33.8,74,1,2.3
502,Saint-Georges,GD,2020-11-04 01:14:01,12.06,-61.75,80.6,78,40,9.17
503,Kant,IN,2020-11-04 01:14:01,27.8,79.8,61.32,31,0,2.8
504,Yumen,CN,2020-11-04 01:14:01,40.28,97.2,36.97,64,73,9.37
505,Lujiang,CN,2020-11-04 01:14:02,31.26,117.28,61.0,43,0,6.71
506,Szubin,PL,2020-11-04 01:14:02,53.01,17.74,46.0,93,0,1.12
507,Denpasar,ID,2020-11-04 01:11:51,-8.65,115.22,82.24,71,2,2.48
508,Poya,NC,2020-11-04 01:14:02,-21.35,165.15,81.37,63,100,6.38
509,Ipanema,BR,2020-11-04 01:14:02,-30.14,-51.22,64.4,68,40,8.05
510,Mae Sot,TH,2020-11-04 01:12:53,16.72,98.57,71.6,100,75,1.52
511,Jingdezhen,CN,2020-11-04 01:14:02,29.29,117.21,56.37,60,55,5.46
512,Manthani,IN,2020-11-04 01:14:02,18.65,79.67,65.03,64,0,5.39
513,Batsfjord,NO,2020-11-04 01:14:02,70.63,29.72,39.36,73,0,17.72
514,Manaus,BR,2020-11-04 01:14:03,-3.1,-60.02,84.2,70,20,2.24
515,Bonito,BR,2020-11-04 01:14:03,-21.12,-56.48,69.71,60,0,2.15
516,Sambava,MG,2020-11-04 01:14:03,-14.27,50.17,72.43,84,93,11.92
517,Batouri,CM,2020-11-04 01:14:03,4.43,14.37,69.3,94,100,2.15
518,Bambanglipuro,ID,2020-11-04 01:14:03,-7.95,110.28,83.84,63,0,2.28
519,Buta,CD,2020-11-04 01:14:03,2.79,24.73,69.94,97,84,1.07
520,Hernani,ES,2020-11-04 01:14:03,43.27,-1.98,48.99,91,98,1.01
521,Athabasca,CA,2020-11-04 01:14:03,54.72,-113.29,50.0,61,100,3.89
522,Batemans Bay,AU,2020-11-04 01:14:04,-35.72,150.18,78.01,49,98,3.0
523,Dauphin,CA,2020-11-04 01:14:04,51.15,-100.05,50.0,69,1,6.93
524,Presidencia Roque Saenz Pena,AR,2020-11-04 01:14:04,-26.79,-60.44,69.08,53,0,8.97
525,Kruisfontein,ZA,2020-11-04 01:14:04,-34.0,24.73,64.99,94,100,3.74
526,Ribas Do Rio Pardo,BR,2020-11-04 01:14:04,-20.44,-53.76,69.85,46,2,5.08
527,Verkhniy Avzyan,RU,2020-11-04 01:14:04,53.53,57.54,32.52,93,0,2.3
528,Gore,NZ,2020-11-04 01:14:04,-46.1,168.94,72.95,49,0,3.33
529,Storslett,NO,2020-11-04 01:14:05,69.77,21.02,38.71,72,0,13.35
530,Dayong,CN,2020-11-04 01:14:05,25.02,118.29,68.0,52,0,13.42
531,Maravilha,BR,2020-11-04 01:14:05,-26.76,-53.17,71.01,46,20,11.41
532,Puerto Madero,MX,2020-11-04 01:14:05,14.72,-92.42,84.2,89,40,4.7
533,Austin,US,2020-11-04 01:12:33,30.27,-97.74,69.8,26,1,4.7
534,Atar,MR,2020-11-04 01:14:05,20.52,-13.05,80.01,17,0,9.44
535,Chiang Rai,TH,2020-11-04 01:14:06,19.92,99.92,75.0,100,40,2.24
536,Faya,SA,2020-11-04 01:14:06,18.39,42.45,57.2,93,0,1.23
537,Vakhtan,RU,2020-11-04 01:14:06,57.97,46.69,34.23,94,1,6.93
538,Machachi,EC,2020-11-04 01:14:06,-0.5,-78.57,60.8,55,0,6.93
539,Diego De Almagro,CL,2020-11-04 01:14:06,-26.37,-70.05,54.32,58,1,0.54
540,Lucea,JM,2020-11-04 01:14:06,18.45,-78.17,78.8,88,90,3.36
541,Tessalit,ML,2020-11-04 01:14:06,20.2,1.01,75.18,20,100,10.09
542,Piney Green,US,2020-11-04 01:14:07,34.72,-77.32,55.0,76,1,4.7
543,Maniitsoq,GL,2020-11-04 01:14:07,65.42,-52.9,34.07,87,100,57.58
544,Rorvik,NO,2020-11-04 01:14:07,64.86,11.24,47.43,69,100,34.05
545,Bulgan,MN,2020-11-04 01:14:07,48.81,103.53,26.02,83,73,1.66
546,Elk Plain,US,2020-11-04 01:14:07,47.05,-122.4,57.2,100,90,7.27
